char_code,dt,nominal,name,value,num_code
INR,2018-05-07,100,Индийских рупий,94.602,356
JPY,2018-05-07,100,Японских иен,57.9323,392
KGS,2018-05-07,100,Киргизских сомов,91.7289,417
KRW,2018-05-07,1000,Вон Республики Корея,58.705,410
KZT,2018-05-07,100,Казахстанских тенге,19.213,398
MDL,2018-05-07,10,Молдавских леев,38.0158,498
NOK,2018-05-07,10,Норвежских крон,78.4124,578
PLN,2018-05-07,1,Польский злотый,17.6935,985
RON,2018-05-07,1,Румынский лей,16.2296,946
SEK,2018-05-07,10,Шведских крон,71.5934,752
SGD,2018-05-07,1,Сингапурский доллар,47.4199,702
TJS,2018-05-07,10,Таджикских сомони,70.3831,972
TMT,2018-05-07,1,Новый туркменский манат,18.0833,934
TRY,2018-05-07,1,Турецкая лира,14.8691,949
UAH,2018-05-07,10,Украинских гривен,24.0035,980
USD,2018-05-07,1,Доллар США,63.2012,840
UZS,2018-05-07,10000,Узбекских сумов,78.3347,860
XDR,2018-05-07,1,СДР (специальные права заимствования),90.475,960
ZAR,2018-05-07,10,Южноафриканских рэндов,49.9697,710
AMD,2018-05-08,100,Армянских драмов,12.8857,051
AUD,2018-05-08,1,Австралийский доллар,47.1364,036
AZN,2018-05-08,1,Азербайджанский манат,36.8585,944
BGN,2018-05-08,1,Болгарский лев,38.3483,975
BRL,2018-05-08,1,Бразильский реал,17.7657,986
BYN,2018-05-08,1,Белорусский рубль,31.0808,933
CAD,2018-05-08,1,Канадский доллар,48.7522,124
CHF,2018-05-08,1,Швейцарский франк,62.5397,756
CNY,2018-05-08,10,Китайских юаней,98.5338,156
CZK,2018-05-08,10,Чешских крон,29.3375,203
DKK,2018-05-08,1,Датская крона,10.0435,208
EUR,2018-05-08,1,Евро,74.8125,978
GBP,2018-05-08,1,Фунт стерлингов Соединенного королевства,84.9158,826
HKD,2018-05-08,10,Гонконгских долларов,79.8935,344
HUF,2018-05-08,100,Венгерских форинтов,23.8482,348
INR,2018-05-08,100,Индийских рупий,93.4438,356
JPY,2018-05-08,100,Японских иен,57.4127,392
KGS,2018-05-08,100,Киргизских сомов,91.0229,417
KRW,2018-05-08,1000,Вон Республики Корея,58.1137,410
KZT,2018-05-08,100,Казахстанских тенге,19.0278,398
MDL,2018-05-08,10,Молдавских леев,37.78,498
NOK,2018-05-08,10,Норвежских крон,77.6615,578
PLN,2018-05-08,1,Польский злотый,17.6061,985
RON,2018-05-08,1,Румынский лей,16.0663,946
SEK,2018-05-08,10,Шведских крон,70.9427,752
SGD,2018-05-08,1,Сингапурский доллар,46.9457,702
TJS,2018-05-08,10,Таджикских сомони,69.8671,972
TMT,2018-05-08,1,Новый туркменский манат,17.9441,934
TRY,2018-05-08,1,Турецкая лира,14.7533,949
UAH,2018-05-08,10,Украинских гривен,23.8686,980
USD,2018-05-08,1,Доллар США,62.7148,840
UZS,2018-05-08,10000,Узбекских сумов,77.7318,860
XDR,2018-05-08,1,СДР (специальные права заимствования),89.7486,960
ZAR,2018-05-08,10,Южноафриканских рэндов,50.0801,710
AMD,2018-05-09,100,Армянских драмов,12.9443,051
AUD,2018-05-09,1,Австралийский доллар,47.0848,036
AZN,2018-05-09,1,Азербайджанский манат,37.03,944
BGN,2018-05-09,1,Болгарский лев,38.3135,975
BRL,2018-05-09,1,Бразильский реал,17.7448,986
BYN,2018-05-09,1,Белорусский рубль,31.1528,933
CAD,2018-05-09,1,Канадский доллар,48.5488,124
CHF,2018-05-09,1,Швейцарский франк,62.7493,756
CNY,2018-05-09,10,Китайских юаней,98.9379,156
CZK,2018-05-09,10,Чешских крон,29.3984,203
DKK,2018-05-09,1,Датская крона,10.0619,208
EUR,2018-05-09,1,Евро,75.0409,978
GBP,2018-05-09,1,Фунт стерлингов Соединенного королевства,85.1093,826
HKD,2018-05-09,10,Гонконгских долларов,80.2683,344
HUF,2018-05-09,100,Венгерских форинтов,23.8219,348
INR,2018-05-09,100,Индийских рупий,93.8611,356
JPY,2018-05-09,100,Японских иен,57.8069,392
KGS,2018-05-09,100,Киргизских сомов,91.4464,417
KRW,2018-05-09,1000,Вон Республики Корея,58.4168,410
KZT,2018-05-09,100,Казахстанских тенге,19.1164,398
MDL,2018-05-09,10,Молдавских леев,37.9558,498
NOK,2018-05-09,10,Норвежских крон,77.8272,578
PLN,2018-05-09,1,Польский злотый,17.577,985
RON,2018-05-09,1,Румынский лей,16.0978,946
SEK,2018-05-09,10,Шведских крон,71.3859,752
SGD,2018-05-09,1,Сингапурский доллар,47.069,702
TJS,2018-05-09,10,Таджикских сомони,70.1922,972
TMT,2018-05-09,1,Новый туркменский манат,18.0276,934
TRY,2018-05-09,1,Турецкая лира,14.6824,949
UAH,2018-05-09,10,Украинских гривен,24.0346,980
USD,2018-05-09,1,Доллар США,63.0066,840
UZS,2018-05-09,10000,Узбекских сумов,78.1817,860
XDR,2018-05-09,1,СДР (специальные права заимствования),89.9986,960
ZAR,2018-05-09,10,Южноафриканских рэндов,50.1047,710
AMD,2018-05-10,100,Армянских драмов,12.9443,051
AUD,2018-05-10,1,Австралийский доллар,47.0848,036
AZN,2018-05-10,1,Азербайджанский манат,37.03,944
BGN,2018-05-10,1,Болгарский лев,38.3135,975
BRL,2018-05-10,1,Бразильский реал,17.7448,986
BYN,2018-05-10,1,Белорусский рубль,31.1528,933
CAD,2018-05-10,1,Канадский доллар,48.5488,124
CHF,2018-05-10,1,Швейцарский франк,62.7493,756
CNY,2018-05-10,10,Китайских юаней,98.9379,156
CZK,2018-05-10,10,Чешских крон,29.3984,203
DKK,2018-05-10,1,Датская крона,10.0619,208
EUR,2018-05-10,1,Евро,75.0409,978
GBP,2018-05-10,1,Фунт стерлингов Соединенного королевства,85.1093,826
HKD,2018-05-10,10,Гонконгских долларов,80.2683,344
HUF,2018-05-10,100,Венгерских форинтов,23.8219,348
INR,2018-05-10,100,Индийских рупий,93.8611,356
JPY,2018-05-10,100,Японских иен,57.8069,392
KGS,2018-05-10,100,Киргизских сомов,91.4464,417
KRW,2018-05-10,1000,Вон Республики Корея,58.4168,410
KZT,2018-05-10,100,Казахстанских тенге,19.1164,398
MDL,2018-05-10,10,Молдавских леев,37.9558,498
NOK,2018-05-10,10,Норвежских крон,77.8272,578
PLN,2018-05-10,1,Польский злотый,17.577,985
RON,2018-05-10,1,Румынский лей,16.0978,946
SEK,2018-05-10,10,Шведских крон,71.3859,752
SGD,2018-05-10,1,Сингапурский доллар,47.069,702
TJS,2018-05-10,10,Таджикских сомони,70.1922,972
TMT,2018-05-10,1,Новый туркменский манат,18.0276,934
TRY,2018-05-10,1,Турецкая лира,14.6824,949
UAH,2018-05-10,10,Украинских гривен,24.0346,980
USD,2018-05-10,1,Доллар США,63.0066,840
UZS,2018-05-10,10000,Узбекских сумов,78.1817,860
XDR,2018-05-10,1,СДР (специальные права заимствования),89.9986,960
ZAR,2018-05-10,10,Южноафриканских рэндов,50.1047,710
AMD,2018-05-11,100,Армянских драмов,12.8516,051
AUD,2018-05-11,1,Австралийский доллар,46.7546,036
AZN,2018-05-11,1,Азербайджанский манат,36.7458,944
BGN,2018-05-11,1,Болгарский лев,37.9317,975
BRL,2018-05-11,1,Бразильский реал,17.4086,986
BYN,2018-05-11,1,Белорусский рубль,31.0057,933
CAD,2018-05-11,1,Канадский доллар,48.9071,124
CHF,2018-05-11,1,Швейцарский франк,62.249,756
CNY,2018-05-11,10,Китайских юаней,98.2586,156
CZK,2018-05-11,10,Чешских крон,29.1102,203
DKK,2018-05-11,10,Датских крон,99.6063,208
EUR,2018-05-11,1,Евро,74.1772,978
GBP,2018-05-11,1,Фунт стерлингов Соединенного королевства,84.631,826
HKD,2018-05-11,10,Гонконгских долларов,79.648,344
HUF,2018-05-11,100,Венгерских форинтов,23.5895,348
INR,2018-05-11,100,Индийских рупий,92.9156,356
JPY,2018-05-11,100,Японских иен,56.9114,392
KGS,2018-05-11,100,Киргизских сомов,90.9027,417
KRW,2018-05-11,1000,Вон Республики Корея,58.3481,410
KZT,2018-05-11,100,Казахстанских тенге,19.1228,398
MDL,2018-05-11,10,Молдавских леев,37.7326,498
NOK,2018-05-11,10,Норвежских крон,77.6132,578
PLN,2018-05-11,1,Польский злотый,17.463,985
RON,2018-05-11,1,Румынский лей,15.9803,946
SEK,2018-05-11,10,Шведских крон,71.858,752
SGD,2018-05-11,1,Сингапурский доллар,46.5859,702
TJS,2018-05-11,10,Таджикских сомони,69.6789,972
TMT,2018-05-11,1,Новый туркменский манат,17.8892,934
TRY,2018-05-11,1,Турецкая лира,14.6085,949
UAH,2018-05-11,10,Украинских гривен,23.8637,980
USD,2018-05-11,1,Доллар США,62.5229,840
UZS,2018-05-11,10000,Узбекских сумов,77.5795,860
XDR,2018-05-11,1,СДР (специальные права заимствования),89.1989,960
ZAR,2018-05-11,10,Южноафриканских рэндов,50.1564,710
AMD,2018-05-12,100,Армянских драмов,12.7028,051
AUD,2018-05-12,1,Австралийский доллар,46.5979,036
AZN,2018-05-12,1,Азербайджанский манат,36.2829,944
BGN,2018-05-12,1,Болгарский лев,37.6252,975
BRL,2018-05-12,1,Бразильский реал,17.3868,986
BYN,2018-05-12,1,Белорусский рубль,30.7371,933
CAD,2018-05-12,1,Канадский доллар,48.3971,124
CHF,2018-05-12,1,Швейцарский франк,61.5937,756
CNY,2018-05-12,10,Китайских юаней,97.4636,156
CZK,2018-05-12,10,Чешских крон,28.874,203
DKK,2018-05-12,10,Датских крон,98.7845,208
EUR,2018-05-12,1,Евро,73.5145,978
GBP,2018-05-12,1,Фунт стерлингов Соединенного королевства,83.5033,826
HKD,2018-05-12,10,Гонконгских долларов,78.6448,344
HUF,2018-05-12,100,Венгерских форинтов,23.4015,348
INR,2018-05-12,100,Индийских рупий,91.7248,356
JPY,2018-05-12,100,Японских иен,56.449,392
KGS,2018-05-12,100,Киргизских сомов,90.1247,417
KRW,2018-05-12,1000,Вон Республики Корея,57.8361,410
KZT,2018-05-12,100,Казахстанских тенге,18.9056,398
MDL,2018-05-12,10,Молдавских леев,37.326,498
NOK,2018-05-12,10,Норвежских крон,77.3413,578
PLN,2018-05-12,1,Польский злотый,17.2948,985
RON,2018-05-12,1,Румынский лей,15.8613,946
SEK,2018-05-12,10,Шведских крон,71.7103,752
SGD,2018-05-12,1,Сингапурский доллар,46.223,702
TJS,2018-05-12,10,Таджикских сомони,68.8013,972
TMT,2018-05-12,1,Новый туркменский манат,17.6639,934
TRY,2018-05-12,1,Турецкая лира,14.5212,949
UAH,2018-05-12,10,Украинских гривен,23.5631,980
USD,2018-05-12,1,Доллар США,61.7354,840
UZS,2018-05-12,10000,Узбекских сумов,76.602,860
XDR,2018-05-12,1,СДР (специальные права заимствования),88.1427,960
ZAR,2018-05-12,10,Южноафриканских рэндов,50.1469,710
AMD,2018-05-13,100,Армянских драмов,12.7028,051
AUD,2018-05-13,1,Австралийский доллар,46.5979,036
AZN,2018-05-13,1,Азербайджанский манат,36.2829,944
BGN,2018-05-13,1,Болгарский лев,37.6252,975
BRL,2018-05-13,1,Бразильский реал,17.3868,986
BYN,2018-05-13,1,Белорусский рубль,30.7371,933
CAD,2018-05-13,1,Канадский доллар,48.3971,124
CHF,2018-05-13,1,Швейцарский франк,61.5937,756
CNY,2018-05-13,10,Китайских юаней,97.4636,156
CZK,2018-05-13,10,Чешских крон,28.874,203
DKK,2018-05-13,10,Датских крон,98.7845,208
EUR,2018-05-13,1,Евро,73.5145,978
GBP,2018-05-13,1,Фунт стерлингов Соединенного королевства,83.5033,826
HKD,2018-05-13,10,Гонконгских долларов,78.6448,344
HUF,2018-05-13,100,Венгерских форинтов,23.4015,348
INR,2018-05-13,100,Индийских рупий,91.7248,356
JPY,2018-05-13,100,Японских иен,56.449,392
KGS,2018-05-13,100,Киргизских сомов,90.1247,417
KRW,2018-05-13,1000,Вон Республики Корея,57.8361,410
KZT,2018-05-13,100,Казахстанских тенге,18.9056,398
MDL,2018-05-13,10,Молдавских леев,37.326,498
NOK,2018-05-13,10,Норвежских крон,77.3413,578
PLN,2018-05-13,1,Польский злотый,17.2948,985
RON,2018-05-13,1,Румынский лей,15.8613,946
SEK,2018-05-13,10,Шведских крон,71.7103,752
SGD,2018-05-13,1,Сингапурский доллар,46.223,702
TJS,2018-05-13,10,Таджикских сомони,68.8013,972
TMT,2018-05-13,1,Новый туркменский манат,17.6639,934
TRY,2018-05-13,1,Турецкая лира,14.5212,949
UAH,2018-05-13,10,Украинских гривен,23.5631,980
USD,2018-05-13,1,Доллар США,61.7354,840
UZS,2018-05-13,10000,Узбекских сумов,76.602,860
XDR,2018-05-13,1,СДР (специальные права заимствования),88.1427,960
ZAR,2018-05-13,10,Южноафриканских рэндов,50.1469,710
AMD,2018-05-14,100,Армянских драмов,12.7028,051
AUD,2018-05-14,1,Австралийский доллар,46.5979,036
AZN,2018-05-14,1,Азербайджанский манат,36.2829,944
BGN,2018-05-14,1,Болгарский лев,37.6252,975
BRL,2018-05-14,1,Бразильский реал,17.3868,986
BYN,2018-05-14,1,Белорусский рубль,30.7371,933
CAD,2018-05-14,1,Канадский доллар,48.3971,124
CHF,2018-05-14,1,Швейцарский франк,61.5937,756
CNY,2018-05-14,10,Китайских юаней,97.4636,156
CZK,2018-05-14,10,Чешских крон,28.874,203
DKK,2018-05-14,10,Датских крон,98.7845,208
EUR,2018-05-14,1,Евро,73.5145,978
GBP,2018-05-14,1,Фунт стерлингов Соединенного королевства,83.5033,826
HKD,2018-05-14,10,Гонконгских долларов,78.6448,344
HUF,2018-05-14,100,Венгерских форинтов,23.4015,348
INR,2018-05-14,100,Индийских рупий,91.7248,356
JPY,2018-05-14,100,Японских иен,56.449,392
KGS,2018-05-14,100,Киргизских сомов,90.1247,417
KRW,2018-05-14,1000,Вон Республики Корея,57.8361,410
KZT,2018-05-14,100,Казахстанских тенге,18.9056,398
MDL,2018-05-14,10,Молдавских леев,37.326,498
NOK,2018-05-14,10,Норвежских крон,77.3413,578
PLN,2018-05-14,1,Польский злотый,17.2948,985
RON,2018-05-14,1,Румынский лей,15.8613,946
SEK,2018-05-14,10,Шведских крон,71.7103,752
SGD,2018-05-14,1,Сингапурский доллар,46.223,702
TJS,2018-05-14,10,Таджикских сомони,68.8013,972
TMT,2018-05-14,1,Новый туркменский манат,17.6639,934
TRY,2018-05-14,1,Турецкая лира,14.5212,949
UAH,2018-05-14,10,Украинских гривен,23.5631,980
USD,2018-05-14,1,Доллар США,61.7354,840
UZS,2018-05-14,10000,Узбекских сумов,76.602,860
XDR,2018-05-14,1,СДР (специальные права заимствования),88.1427,960
ZAR,2018-05-14,10,Южноафриканских рэндов,50.1469,710
AMD,2018-05-15,100,Армянских драмов,12.7226,051
AUD,2018-05-15,1,Австралийский доллар,46.6351,036
AZN,2018-05-15,1,Азербайджанский манат,36.3023,944
BGN,2018-05-15,1,Болгарский лев,37.8066,975
BRL,2018-05-15,1,Бразильский реал,17.1617,986
BYN,2018-05-15,1,Белорусский рубль,30.8842,933
CAD,2018-05-15,1,Канадский доллар,48.3699,124
CHF,2018-05-15,1,Швейцарский франк,61.8055,756
CNY,2018-05-15,10,Китайских юаней,97.4695,156
CZK,2018-05-15,10,Чешских крон,29.0224,203
DKK,2018-05-15,10,Датских крон,99.271,208
EUR,2018-05-15,1,Евро,73.943,978
GBP,2018-05-15,1,Фунт стерлингов Соединенного королевства,83.9124,826
HKD,2018-05-15,10,Гонконгских долларов,78.6859,344
HUF,2018-05-15,100,Венгерских форинтов,23.4709,348
INR,2018-05-15,100,Индийских рупий,91.5155,356
JPY,2018-05-15,100,Японских иен,56.3863,392
KGS,2018-05-15,100,Киргизских сомов,90.1399,417
KRW,2018-05-15,1000,Вон Республики Корея,57.7874,410
KZT,2018-05-15,100,Казахстанских тенге,18.8333,398
MDL,2018-05-15,10,Молдавских леев,37.3901,498
NOK,2018-05-15,10,Норвежских крон,77.3294,578
PLN,2018-05-15,1,Польский злотый,17.357,985
RON,2018-05-15,1,Румынский лей,15.9711,946
SEK,2018-05-15,10,Шведских крон,71.9475,752
SGD,2018-05-15,1,Сингапурский доллар,46.3553,702
TJS,2018-05-15,10,Таджикских сомони,68.9764,972
TMT,2018-05-15,1,Новый туркменский манат,17.6734,934
TRY,2018-05-15,1,Турецкая лира,14.2966,949
UAH,2018-05-15,10,Украинских гривен,23.6028,980
USD,2018-05-15,1,Доллар США,61.7684,840
UZS,2018-05-15,10000,Узбекских сумов,76.6433,860
XDR,2018-05-15,1,СДР (специальные права заимствования),88.3788,960
ZAR,2018-05-15,10,Южноафриканских рэндов,50.4438,710
AMD,2018-05-16,100,Армянских драмов,12.7794,051
AUD,2018-05-16,1,Австралийский доллар,46.5426,036
AZN,2018-05-16,1,Азербайджанский манат,36.3893,944
BGN,2018-05-16,1,Болгарский лев,37.7493,975
BRL,2018-05-16,1,Бразильский реал,17.0898,986
BYN,2018-05-16,1,Белорусский рубль,30.9582,933
CAD,2018-05-16,1,Канадский доллар,48.3005,124
CHF,2018-05-16,1,Швейцарский франк,61.8978,756
CNY,2018-05-16,10,Китайских юаней,97.4402,156
CZK,2018-05-16,10,Чешских крон,28.9261,203
DKK,2018-05-16,10,Датских крон,99.117,208
EUR,2018-05-16,1,Евро,73.8601,978
GBP,2018-05-16,1,Фунт стерлингов Соединенного королевства,83.7667,826
HKD,2018-05-16,10,Гонконгских долларов,78.8744,344
HUF,2018-05-16,100,Венгерских форинтов,23.3251,348
INR,2018-05-16,100,Индийских рупий,91.3828,356
JPY,2018-05-16,100,Японских иен,56.3568,392
KGS,2018-05-16,100,Киргизских сомов,90.4681,417
KRW,2018-05-16,1000,Вон Республики Корея,57.6382,410
KZT,2018-05-16,100,Казахстанских тенге,18.8715,398
MDL,2018-05-16,10,Молдавских леев,37.4457,498
NOK,2018-05-16,10,Норвежских крон,77.1832,578
PLN,2018-05-16,1,Польский злотый,17.2681,985
RON,2018-05-16,1,Румынский лей,15.9476,946
SEK,2018-05-16,10,Шведских крон,71.6567,752
SGD,2018-05-16,1,Сингапурский доллар,46.3099,702
TJS,2018-05-16,10,Таджикских сомони,69.0646,972
TMT,2018-05-16,1,Новый туркменский манат,17.7157,934
TRY,2018-05-16,1,Турецкая лира,14.1008,949
UAH,2018-05-16,10,Украинских гривен,23.6593,980
USD,2018-05-16,1,Доллар США,61.9164,840
UZS,2018-05-16,10000,Узбекских сумов,77.1467,860
XDR,2018-05-16,1,СДР (специальные права заимствования),88.6692,960
ZAR,2018-05-16,10,Южноафриканских рэндов,49.9104,710
AMD,2018-05-17,100,Армянских драмов,12.8726,051
AUD,2018-05-17,1,Австралийский доллар,46.6589,036
AZN,2018-05-17,1,Азербайджанский манат,36.6167,944
BGN,2018-05-17,1,Болгарский лев,37.723,975
BRL,2018-05-17,1,Бразильский реал,17.0554,986
BYN,2018-05-17,1,Белорусский рубль,31.1361,933
CAD,2018-05-17,1,Канадский доллар,48.4851,124
CHF,2018-05-17,1,Швейцарский франк,62.3345,756
CNY,2018-05-17,10,Китайских юаней,97.8273,156
CZK,2018-05-17,10,Чешских крон,28.9204,203
DKK,2018-05-17,10,Датских крон,99.0561,208
EUR,2018-05-17,1,Евро,73.7796,978
GBP,2018-05-17,1,Фунт стерлингов Соединенного королевства,84.0596,826
HKD,2018-05-17,10,Гонконгских долларов,79.3673,344
HUF,2018-05-17,100,Венгерских форинтов,23.277,348
INR,2018-05-17,100,Индийских рупий,91.8555,356
JPY,2018-05-17,100,Японских иен,56.5443,392
KGS,2018-05-17,100,Киргизских сомов,90.9537,417
KRW,2018-05-17,1000,Вон Республики Корея,57.7331,410
KZT,2018-05-17,100,Казахстанских тенге,18.926,398
MDL,2018-05-17,10,Молдавских леев,37.4757,498
NOK,2018-05-17,10,Норвежских крон,76.8674,578
PLN,2018-05-17,1,Польский злотый,17.2118,985
RON,2018-05-17,1,Румынский лей,15.9168,946
SEK,2018-05-17,10,Шведских крон,71.5061,752
SGD,2018-05-17,1,Сингапурский доллар,46.4361,702
TJS,2018-05-17,10,Таджикских сомони,69.4187,972
TMT,2018-05-17,1,Новый туркменский манат,17.8264,934
TRY,2018-05-17,1,Турецкая лира,13.9412,949
UAH,2018-05-17,10,Украинских гривен,23.7799,980
USD,2018-05-17,1,Доллар США,62.3033,840
UZS,2018-05-17,10000,Узбекских сумов,77.6288,860
XDR,2018-05-17,1,СДР (специальные права заимствования),89.2233,960
ZAR,2018-05-17,10,Южноафриканских рэндов,49.6749,710
AMD,2018-05-18,100,Армянских драмов,12.7995,051
AUD,2018-05-18,1,Австралийский доллар,46.564,036
AZN,2018-05-18,1,Азербайджанский манат,36.3335,944
BGN,2018-05-18,1,Болгарский лев,37.3363,975
BRL,2018-05-18,1,Бразильский реал,16.8167,986
BYN,2018-05-18,1,Белорусский рубль,30.9882,933
CAD,2018-05-18,1,Канадский доллар,48.4267,124
CHF,2018-05-18,1,Швейцарский франк,61.7351,756
CNY,2018-05-18,10,Китайских юаней,97.0952,156
CZK,2018-05-18,10,Чешских крон,28.5992,203
DKK,2018-05-18,10,Датских крон,98.0609,208
EUR,2018-05-18,1,Евро,73.0236,978
GBP,2018-05-18,1,Фунт стерлингов Соединенного королевства,83.6569,826
HKD,2018-05-18,10,Гонконгских долларов,78.7545,344
HUF,2018-05-18,100,Венгерских форинтов,23.0927,348
INR,2018-05-18,100,Индийских рупий,91.2932,356
JPY,2018-05-18,100,Японских иен,55.8737,392
KGS,2018-05-18,100,Киргизских сомов,90.2174,417
KRW,2018-05-18,1000,Вон Республики Корея,57.1976,410
KZT,2018-05-18,100,Казахстанских тенге,18.8564,398
MDL,2018-05-18,10,Молдавских леев,37.2082,498
NOK,2018-05-18,10,Норвежских крон,76.4446,578
PLN,2018-05-18,1,Польский злотый,17.0537,985
RON,2018-05-18,1,Румынский лей,15.7519,946
SEK,2018-05-18,10,Шведских крон,71.0878,752
SGD,2018-05-18,1,Сингапурский доллар,46.0873,702
TJS,2018-05-18,10,Таджикских сомони,68.8535,972
TMT,2018-05-18,1,Новый туркменский манат,17.6886,934
TRY,2018-05-18,1,Турецкая лира,13.9119,949
UAH,2018-05-18,10,Украинских гривен,23.5757,980
USD,2018-05-18,1,Доллар США,61.8215,840
UZS,2018-05-18,10000,Узбекских сумов,77.0285,860
XDR,2018-05-18,1,СДР (специальные права заимствования),87.9201,960
ZAR,2018-05-18,10,Южноафриканских рэндов,49.581,710
AMD,2018-05-19,100,Армянских драмов,12.8242,051
AUD,2018-05-19,1,Австралийский доллар,46.5113,036
AZN,2018-05-19,1,Азербайджанский манат,36.4036,944
BGN,2018-05-19,1,Болгарский лев,37.3813,975
BRL,2018-05-19,1,Бразильский реал,16.7566,986
BYN,2018-05-19,1,Белорусский рубль,31.0325,933
CAD,2018-05-19,1,Канадский доллар,48.3422,124
CHF,2018-05-19,1,Швейцарский франк,61.9408,756
CNY,2018-05-19,10,Китайских юаней,97.1498,156
CZK,2018-05-19,10,Чешских крон,28.6094,203
DKK,2018-05-19,10,Датских крон,98.1894,208
EUR,2018-05-19,1,Евро,73.1769,978
GBP,2018-05-19,1,Фунт стерлингов Соединенного королевства,83.6139,826
HKD,2018-05-19,10,Гонконгских долларов,78.9065,344
HUF,2018-05-19,100,Венгерских форинтов,23.028,348
INR,2018-05-19,100,Индийских рупий,91.076,356
JPY,2018-05-19,100,Японских иен,55.8277,392
KGS,2018-05-19,100,Киргизских сомов,90.4245,417
KRW,2018-05-19,1000,Вон Республики Корея,57.3853,410
KZT,2018-05-19,100,Казахстанских тенге,18.8404,398
MDL,2018-05-19,10,Молдавских леев,37.1325,498
NOK,2018-05-19,10,Норвежских крон,76.2498,578
PLN,2018-05-19,1,Польский злотый,17.0275,985
RON,2018-05-19,1,Румынский лей,15.7711,946
SEK,2018-05-19,10,Шведских крон,70.8753,752
SGD,2018-05-19,1,Сингапурский доллар,46.1144,702
TJS,2018-05-19,10,Таджикских сомони,68.9864,972
TMT,2018-05-19,1,Новый туркменский манат,17.7227,934
TRY,2018-05-19,1,Турецкая лира,13.8567,949
UAH,2018-05-19,10,Украинских гривен,23.6913,980
USD,2018-05-19,1,Доллар США,61.9408,840
UZS,2018-05-19,10000,Узбекских сумов,77.1771,860
XDR,2018-05-19,1,СДР (специальные права заимствования),88.0879,960
ZAR,2018-05-19,10,Южноафриканских рэндов,49.2469,710
AMD,2018-05-20,100,Армянских драмов,12.8242,051
AUD,2018-05-20,1,Австралийский доллар,46.5113,036
AZN,2018-05-20,1,Азербайджанский манат,36.4036,944
BGN,2018-05-20,1,Болгарский лев,37.3813,975
BRL,2018-05-20,1,Бразильский реал,16.7566,986
BYN,2018-05-20,1,Белорусский рубль,31.0325,933
CAD,2018-05-20,1,Канадский доллар,48.3422,124
CHF,2018-05-20,1,Швейцарский франк,61.9408,756
CNY,2018-05-20,10,Китайских юаней,97.1498,156
CZK,2018-05-20,10,Чешских крон,28.6094,203
DKK,2018-05-20,10,Датских крон,98.1894,208
EUR,2018-05-20,1,Евро,73.1769,978
GBP,2018-05-20,1,Фунт стерлингов Соединенного королевства,83.6139,826
HKD,2018-05-20,10,Гонконгских долларов,78.9065,344
HUF,2018-05-20,100,Венгерских форинтов,23.028,348
INR,2018-05-20,100,Индийских рупий,91.076,356
JPY,2018-05-20,100,Японских иен,55.8277,392
KGS,2018-05-20,100,Киргизских сомов,90.4245,417
KRW,2018-05-20,1000,Вон Республики Корея,57.3853,410
KZT,2018-05-20,100,Казахстанских тенге,18.8404,398
MDL,2018-05-20,10,Молдавских леев,37.1325,498
NOK,2018-05-20,10,Норвежских крон,76.2498,578
PLN,2018-05-20,1,Польский злотый,17.0275,985
RON,2018-05-20,1,Румынский лей,15.7711,946
SEK,2018-05-20,10,Шведских крон,70.8753,752
SGD,2018-05-20,1,Сингапурский доллар,46.1144,702
TJS,2018-05-20,10,Таджикских сомони,68.9864,972
TMT,2018-05-20,1,Новый туркменский манат,17.7227,934
TRY,2018-05-20,1,Турецкая лира,13.8567,949
UAH,2018-05-20,10,Украинских гривен,23.6913,980
USD,2018-05-20,1,Доллар США,61.9408,840
UZS,2018-05-20,10000,Узбекских сумов,77.1771,860
XDR,2018-05-20,1,СДР (специальные права заимствования),88.0879,960
ZAR,2018-05-20,10,Южноафриканских рэндов,49.2469,710
AMD,2018-05-21,100,Армянских драмов,12.8242,051
AUD,2018-05-21,1,Австралийский доллар,46.5113,036
AZN,2018-05-21,1,Азербайджанский манат,36.4036,944
BGN,2018-05-21,1,Болгарский лев,37.3813,975
BRL,2018-05-21,1,Бразильский реал,16.7566,986
BYN,2018-05-21,1,Белорусский рубль,31.0325,933
CAD,2018-05-21,1,Канадский доллар,48.3422,124
CHF,2018-05-21,1,Швейцарский франк,61.9408,756
CNY,2018-05-21,10,Китайских юаней,97.1498,156
CZK,2018-05-21,10,Чешских крон,28.6094,203
DKK,2018-05-21,10,Датских крон,98.1894,208
EUR,2018-05-21,1,Евро,73.1769,978
GBP,2018-05-21,1,Фунт стерлингов Соединенного королевства,83.6139,826
HKD,2018-05-21,10,Гонконгских долларов,78.9065,344
HUF,2018-05-21,100,Венгерских форинтов,23.028,348
INR,2018-05-21,100,Индийских рупий,91.076,356
JPY,2018-05-21,100,Японских иен,55.8277,392
KGS,2018-05-21,100,Киргизских сомов,90.4245,417
KRW,2018-05-21,1000,Вон Республики Корея,57.3853,410
KZT,2018-05-21,100,Казахстанских тенге,18.8404,398
MDL,2018-05-21,10,Молдавских леев,37.1325,498
NOK,2018-05-21,10,Норвежских крон,76.2498,578
PLN,2018-05-21,1,Польский злотый,17.0275,985
RON,2018-05-21,1,Румынский лей,15.7711,946
SEK,2018-05-21,10,Шведских крон,70.8753,752
SGD,2018-05-21,1,Сингапурский доллар,46.1144,702
TJS,2018-05-21,10,Таджикских сомони,68.9864,972
