char_code,dt,nominal,name,value,num_code
INR,2021-05-16,10,Индийских рупий,10.1037,356
JPY,2021-05-16,100,Японских иен,67.7223,392
KGS,2021-05-16,100,Киргизских сомов,87.3773,417
KRW,2021-05-16,1000,Вон Республики Корея,65.6006,410
KZT,2021-05-16,100,Казахстанских тенге,17.2626,398
MDL,2021-05-16,10,Молдавских леев,41.6239,498
NOK,2021-05-16,10,Норвежских крон,88.9288,578
PLN,2021-05-16,1,Польский злотый,19.807,985
RON,2021-05-16,1,Румынский лей,18.2119,946
SEK,2021-05-16,10,Шведских крон,88.3787,752
SGD,2021-05-16,1,Сингапурский доллар,55.4615,702
TJS,2021-05-16,10,Таджикских сомони,64.881,972
TMT,2021-05-16,1,Новый туркменский манат,21.1722,934
TRY,2021-05-16,10,Турецких лир,87.4563,949
UAH,2021-05-16,10,Украинских гривен,26.7971,980
USD,2021-05-16,1,Доллар США,73.9968,840
UZS,2021-05-16,10000,Узбекских сумов,70.1336,860
XDR,2021-05-16,1,СДР (специальные права заимствования),106.25,960
ZAR,2021-05-16,10,Южноафриканских рэндов,52.3005,710
AMD,2021-05-17,100,Армянских драмов,14.1458,051
AUD,2021-05-17,1,Австралийский доллар,57.2883,036
AZN,2021-05-17,1,Азербайджанский манат,43.5531,944
BGN,2021-05-17,1,Болгарский лев,45.8696,975
BRL,2021-05-17,1,Бразильский реал,13.938,986
BYN,2021-05-17,1,Белорусский рубль,29.3184,933
CAD,2021-05-17,1,Канадский доллар,60.9228,124
CHF,2021-05-17,1,Швейцарский франк,82,756
CNY,2021-05-17,1,Китайский юань,11.4989,156
CZK,2021-05-17,10,Чешских крон,35.1646,203
DKK,2021-05-17,1,Датская крона,12.0646,208
EUR,2021-05-17,1,Евро,89.6249,978
GBP,2021-05-17,1,Фунт стерлингов Соединенного королевства,104.054,826
HKD,2021-05-17,10,Гонконгских долларов,95.2757,344
HUF,2021-05-17,100,Венгерских форинтов,25.1943,348
INR,2021-05-17,10,Индийских рупий,10.1037,356
JPY,2021-05-17,100,Японских иен,67.7223,392
KGS,2021-05-17,100,Киргизских сомов,87.3773,417
KRW,2021-05-17,1000,Вон Республики Корея,65.6006,410
KZT,2021-05-17,100,Казахстанских тенге,17.2626,398
MDL,2021-05-17,10,Молдавских леев,41.6239,498
NOK,2021-05-17,10,Норвежских крон,88.9288,578
PLN,2021-05-17,1,Польский злотый,19.807,985
RON,2021-05-17,1,Румынский лей,18.2119,946
SEK,2021-05-17,10,Шведских крон,88.3787,752
SGD,2021-05-17,1,Сингапурский доллар,55.4615,702
TJS,2021-05-17,10,Таджикских сомони,64.881,972
TMT,2021-05-17,1,Новый туркменский манат,21.1722,934
TRY,2021-05-17,10,Турецких лир,87.4563,949
UAH,2021-05-17,10,Украинских гривен,26.7971,980
USD,2021-05-17,1,Доллар США,73.9968,840
UZS,2021-05-17,10000,Узбекских сумов,70.1336,860
XDR,2021-05-17,1,СДР (специальные права заимствования),106.25,960
ZAR,2021-05-17,10,Южноафриканских рэндов,52.3005,710
AMD,2021-05-18,100,Армянских драмов,14.1198,051
AUD,2021-05-18,1,Австралийский доллар,57.244,036
AZN,2021-05-18,1,Азербайджанский манат,43.4689,944
BGN,2021-05-18,1,Болгарский лев,45.8292,975
BRL,2021-05-18,1,Бразильский реал,14.0055,986
BYN,2021-05-18,1,Белорусский рубль,29.3396,933
CAD,2021-05-18,1,Канадский доллар,60.9304,124
CHF,2021-05-18,1,Швейцарский франк,81.8233,756
CNY,2021-05-18,1,Китайский юань,11.4639,156
CZK,2021-05-18,10,Чешских крон,35.212,203
DKK,2021-05-18,1,Датская крона,12.0542,208
EUR,2021-05-18,1,Евро,89.6584,978
GBP,2021-05-18,1,Фунт стерлингов Соединенного королевства,104.067,826
HKD,2021-05-18,10,Гонконгских долларов,95.0865,344
HUF,2021-05-18,100,Венгерских форинтов,25.4238,348
INR,2021-05-18,10,Индийских рупий,10.0851,356
JPY,2021-05-18,100,Японских иен,67.5728,392
KGS,2021-05-18,100,Киргизских сомов,87.2475,417
KRW,2021-05-18,1000,Вон Республики Корея,65.053,410
KZT,2021-05-18,100,Казахстанских тенге,17.2614,398
MDL,2021-05-18,10,Молдавских леев,41.5843,498
NOK,2021-05-18,10,Норвежских крон,89.395,578
PLN,2021-05-18,1,Польский злотый,19.8005,985
RON,2021-05-18,1,Румынский лей,18.2022,946
SEK,2021-05-18,10,Шведских крон,88.383,752
SGD,2021-05-18,1,Сингапурский доллар,55.288,702
TJS,2021-05-18,10,Таджикских сомони,64.7555,972
TMT,2021-05-18,1,Новый туркменский манат,21.1312,934
TRY,2021-05-18,10,Турецких лир,88.233,949
UAH,2021-05-18,10,Украинских гривен,26.7974,980
USD,2021-05-18,1,Доллар США,73.8537,840
UZS,2021-05-18,10000,Узбекских сумов,69.9979,860
XDR,2021-05-18,1,СДР (специальные права заимствования),106.253,960
ZAR,2021-05-18,10,Южноафриканских рэндов,52.1687,710
AMD,2021-05-19,100,Армянских драмов,14.1211,051
AUD,2021-05-19,1,Австралийский доллар,57.5149,036
AZN,2021-05-19,1,Азербайджанский манат,43.378,944
BGN,2021-05-19,1,Болгарский лев,46.0189,975
BRL,2021-05-19,1,Бразильский реал,13.9762,986
BYN,2021-05-19,1,Белорусский рубль,29.3283,933
CAD,2021-05-19,1,Канадский доллар,61.3036,124
CHF,2021-05-19,1,Швейцарский франк,82.107,756
CNY,2021-05-19,1,Китайский юань,11.4714,156
CZK,2021-05-19,10,Чешских крон,35.3923,203
DKK,2021-05-19,1,Датская крона,12.1035,208
EUR,2021-05-19,1,Евро,89.9057,978
GBP,2021-05-19,1,Фунт стерлингов Соединенного королевства,104.616,826
HKD,2021-05-19,10,Гонконгских долларов,94.9182,344
HUF,2021-05-19,100,Венгерских форинтов,25.6836,348
INR,2021-05-19,10,Индийских рупий,10.0992,356
JPY,2021-05-19,100,Японских иен,67.6791,392
KGS,2021-05-19,100,Киргизских сомов,87.4009,417
KRW,2021-05-19,1000,Вон Республики Корея,65.3011,410
KZT,2021-05-19,100,Казахстанских тенге,17.3001,398
MDL,2021-05-19,10,Молдавских леев,41.439,498
NOK,2021-05-19,10,Норвежских крон,89.6497,578
PLN,2021-05-19,1,Польский злотый,19.8752,985
RON,2021-05-19,1,Румынский лей,18.2704,946
SEK,2021-05-19,10,Шведских крон,88.7857,752
SGD,2021-05-19,1,Сингапурский доллар,55.4463,702
TJS,2021-05-19,10,Таджикских сомони,64.6201,972
TMT,2021-05-19,1,Новый туркменский манат,21.087,934
TRY,2021-05-19,10,Турецких лир,88.4107,949
UAH,2021-05-19,10,Украинских гривен,26.8927,980
USD,2021-05-19,1,Доллар США,73.6992,840
UZS,2021-05-19,10000,Узбекских сумов,69.7506,860
XDR,2021-05-19,1,СДР (специальные права заимствования),106.207,960
ZAR,2021-05-19,10,Южноафриканских рэндов,52.5878,710
AMD,2021-05-20,100,Армянских драмов,14.1267,051
AUD,2021-05-20,1,Австралийский доллар,57.1224,036
AZN,2021-05-20,1,Азербайджанский манат,43.3654,944
BGN,2021-05-20,1,Болгарский лев,46.017,975
BRL,2021-05-20,1,Бразильский реал,14.0043,986
BYN,2021-05-20,1,Белорусский рубль,29.2744,933
CAD,2021-05-20,1,Канадский доллар,60.9461,124
CHF,2021-05-20,1,Швейцарский франк,81.7824,756
CNY,2021-05-20,1,Китайский юань,11.4449,156
CZK,2021-05-20,10,Чешских крон,35.3439,203
DKK,2021-05-20,1,Датская крона,12.1027,208
EUR,2021-05-20,1,Евро,90.1006,978
GBP,2021-05-20,1,Фунт стерлингов Соединенного королевства,104.468,826
HKD,2021-05-20,10,Гонконгских долларов,94.8906,344
HUF,2021-05-20,100,Венгерских форинтов,25.6075,348
INR,2021-05-20,10,Индийских рупий,10.0691,356
JPY,2021-05-20,100,Японских иен,67.5478,392
KGS,2021-05-20,100,Киргизских сомов,87.4233,417
KRW,2021-05-20,1000,Вон Республики Корея,65.1549,410
KZT,2021-05-20,100,Казахстанских тенге,17.2162,398
MDL,2021-05-20,10,Молдавских леев,41.4852,498
NOK,2021-05-20,10,Норвежских крон,89.0463,578
PLN,2021-05-20,1,Польский злотый,19.8609,985
RON,2021-05-20,1,Румынский лей,18.2674,946
SEK,2021-05-20,10,Шведских крон,88.6339,752
SGD,2021-05-20,1,Сингапурский доллар,55.3261,702
TJS,2021-05-20,10,Таджикских сомони,64.6013,972
TMT,2021-05-20,1,Новый туркменский манат,21.0809,934
TRY,2021-05-20,10,Турецких лир,87.7336,949
UAH,2021-05-20,10,Украинских гривен,26.8848,980
USD,2021-05-20,1,Доллар США,73.6778,840
UZS,2021-05-20,10000,Узбекских сумов,69.6585,860
XDR,2021-05-20,1,СДР (специальные права заимствования),106.4,960
ZAR,2021-05-20,10,Южноафриканских рэндов,52.4718,710
AMD,2021-05-21,100,Армянских драмов,14.1344,051
AUD,2021-05-21,1,Австралийский доллар,57.0847,036
AZN,2021-05-21,1,Азербайджанский манат,43.32,944
BGN,2021-05-21,1,Болгарский лев,45.9143,975
BRL,2021-05-21,1,Бразильский реал,13.8613,986
BYN,2021-05-21,1,Белорусский рубль,29.2787,933
CAD,2021-05-21,1,Канадский доллар,60.7668,124
CHF,2021-05-21,1,Швейцарский франк,81.7059,756
CNY,2021-05-21,1,Китайский юань,11.4356,156
CZK,2021-05-21,10,Чешских крон,35.2443,203
DKK,2021-05-21,1,Датская крона,12.0754,208
EUR,2021-05-21,1,Евро,89.7708,978
GBP,2021-05-21,1,Фунт стерлингов Соединенного королевства,103.99,826
HKD,2021-05-21,10,Гонконгских долларов,94.8121,344
HUF,2021-05-21,100,Венгерских форинтов,25.6986,348
INR,2021-05-21,10,Индийских рупий,10.062,356
JPY,2021-05-21,100,Японских иен,67.5546,392
KGS,2021-05-21,100,Киргизских сомов,87.6149,417
KRW,2021-05-21,1000,Вон Республики Корея,65.064,410
KZT,2021-05-21,100,Казахстанских тенге,17.1581,398
MDL,2021-05-21,10,Молдавских леев,41.5588,498
NOK,2021-05-21,10,Норвежских крон,88.6862,578
PLN,2021-05-21,1,Польский злотый,19.8899,985
RON,2021-05-21,1,Румынский лей,18.2203,946
SEK,2021-05-21,10,Шведских крон,88.336,752
SGD,2021-05-21,1,Сингапурский доллар,55.2268,702
TJS,2021-05-21,10,Таджикских сомони,64.5337,972
TMT,2021-05-21,1,Новый туркменский манат,21.0589,934
TRY,2021-05-21,10,Турецких лир,87.8584,949
UAH,2021-05-21,10,Украинских гривен,26.7982,980
USD,2021-05-21,1,Доллар США,73.6007,840
UZS,2021-05-21,10000,Узбекских сумов,69.5265,860
XDR,2021-05-21,1,СДР (специальные права заимствования),106.234,960
ZAR,2021-05-21,10,Южноафриканских рэндов,52.2907,710
AMD,2021-05-22,100,Армянских драмов,14.1299,051
AUD,2021-05-22,1,Австралийский доллар,56.9879,036
AZN,2021-05-22,1,Азербайджанский манат,43.308,944
BGN,2021-05-22,1,Болгарский лев,45.9647,975
BRL,2021-05-22,1,Бразильский реал,13.9288,986
BYN,2021-05-22,1,Белорусский рубль,29.357,933
CAD,2021-05-22,1,Канадский доллар,60.8856,124
CHF,2021-05-22,1,Швейцарский франк,82.0293,756
CNY,2021-05-22,1,Китайский юань,11.4358,156
CZK,2021-05-22,10,Чешских крон,35.292,203
DKK,2021-05-22,1,Датская крона,12.0915,208
EUR,2021-05-22,1,Евро,89.9446,978
GBP,2021-05-22,1,Фунт стерлингов Соединенного королевства,104.41,826
HKD,2021-05-22,10,Гонконгских долларов,94.7675,344
HUF,2021-05-22,100,Венгерских форинтов,25.7,348
INR,2021-05-22,10,Индийских рупий,10.0764,356
JPY,2021-05-22,100,Японских иен,67.7192,392
KGS,2021-05-22,100,Киргизских сомов,87.6036,417
KRW,2021-05-22,1000,Вон Республики Корея,65.1932,410
KZT,2021-05-22,100,Казахстанских тенге,17.1534,398
MDL,2021-05-22,10,Молдавских леев,41.5943,498
NOK,2021-05-22,10,Норвежских крон,88.3222,578
PLN,2021-05-22,1,Польский злотый,19.9832,985
RON,2021-05-22,1,Румынский лей,18.2427,946
SEK,2021-05-22,10,Шведских крон,88.7633,752
SGD,2021-05-22,1,Сингапурский доллар,55.2405,702
TJS,2021-05-22,10,Таджикских сомони,64.5158,972
TMT,2021-05-22,1,Новый туркменский манат,21.053,934
TRY,2021-05-22,10,Турецких лир,87.8896,949
UAH,2021-05-22,10,Украинских гривен,26.79,980
USD,2021-05-22,1,Доллар США,73.5803,840
UZS,2021-05-22,10000,Узбекских сумов,69.4301,860
XDR,2021-05-22,1,СДР (специальные права заимствования),106.156,960
ZAR,2021-05-22,10,Южноафриканских рэндов,52.6141,710
AMD,2021-05-23,100,Армянских драмов,14.1299,051
AUD,2021-05-23,1,Австралийский доллар,56.9879,036
AZN,2021-05-23,1,Азербайджанский манат,43.308,944
BGN,2021-05-23,1,Болгарский лев,45.9647,975
BRL,2021-05-23,1,Бразильский реал,13.9288,986
BYN,2021-05-23,1,Белорусский рубль,29.357,933
CAD,2021-05-23,1,Канадский доллар,60.8856,124
CHF,2021-05-23,1,Швейцарский франк,82.0293,756
CNY,2021-05-23,1,Китайский юань,11.4358,156
CZK,2021-05-23,10,Чешских крон,35.292,203
DKK,2021-05-23,1,Датская крона,12.0915,208
EUR,2021-05-23,1,Евро,89.9446,978
GBP,2021-05-23,1,Фунт стерлингов Соединенного королевства,104.41,826
HKD,2021-05-23,10,Гонконгских долларов,94.7675,344
HUF,2021-05-23,100,Венгерских форинтов,25.7,348
INR,2021-05-23,10,Индийских рупий,10.0764,356
JPY,2021-05-23,100,Японских иен,67.7192,392
KGS,2021-05-23,100,Киргизских сомов,87.6036,417
KRW,2021-05-23,1000,Вон Республики Корея,65.1932,410
KZT,2021-05-23,100,Казахстанских тенге,17.1534,398
MDL,2021-05-23,10,Молдавских леев,41.5943,498
NOK,2021-05-23,10,Норвежских крон,88.3222,578
PLN,2021-05-23,1,Польский злотый,19.9832,985
RON,2021-05-23,1,Румынский лей,18.2427,946
SEK,2021-05-23,10,Шведских крон,88.7633,752
SGD,2021-05-23,1,Сингапурский доллар,55.2405,702
TJS,2021-05-23,10,Таджикских сомони,64.5158,972
TMT,2021-05-23,1,Новый туркменский манат,21.053,934
TRY,2021-05-23,10,Турецких лир,87.8896,949
UAH,2021-05-23,10,Украинских гривен,26.79,980
USD,2021-05-23,1,Доллар США,73.5803,840
UZS,2021-05-23,10000,Узбекских сумов,69.4301,860
XDR,2021-05-23,1,СДР (специальные права заимствования),106.156,960
ZAR,2021-05-23,10,Южноафриканских рэндов,52.6141,710
AMD,2021-05-24,100,Армянских драмов,14.1299,051
AUD,2021-05-24,1,Австралийский доллар,56.9879,036
AZN,2021-05-24,1,Азербайджанский манат,43.308,944
BGN,2021-05-24,1,Болгарский лев,45.9647,975
BRL,2021-05-24,1,Бразильский реал,13.9288,986
BYN,2021-05-24,1,Белорусский рубль,29.357,933
CAD,2021-05-24,1,Канадский доллар,60.8856,124
CHF,2021-05-24,1,Швейцарский франк,82.0293,756
CNY,2021-05-24,1,Китайский юань,11.4358,156
CZK,2021-05-24,10,Чешских крон,35.292,203
DKK,2021-05-24,1,Датская крона,12.0915,208
EUR,2021-05-24,1,Евро,89.9446,978
GBP,2021-05-24,1,Фунт стерлингов Соединенного королевства,104.41,826
HKD,2021-05-24,10,Гонконгских долларов,94.7675,344
HUF,2021-05-24,100,Венгерских форинтов,25.7,348
INR,2021-05-24,10,Индийских рупий,10.0764,356
JPY,2021-05-24,100,Японских иен,67.7192,392
KGS,2021-05-24,100,Киргизских сомов,87.6036,417
KRW,2021-05-24,1000,Вон Республики Корея,65.1932,410
KZT,2021-05-24,100,Казахстанских тенге,17.1534,398
MDL,2021-05-24,10,Молдавских леев,41.5943,498
NOK,2021-05-24,10,Норвежских крон,88.3222,578
PLN,2021-05-24,1,Польский злотый,19.9832,985
RON,2021-05-24,1,Румынский лей,18.2427,946
SEK,2021-05-24,10,Шведских крон,88.7633,752
SGD,2021-05-24,1,Сингапурский доллар,55.2405,702
TJS,2021-05-24,10,Таджикских сомони,64.5158,972
TMT,2021-05-24,1,Новый туркменский манат,21.053,934
TRY,2021-05-24,10,Турецких лир,87.8896,949
UAH,2021-05-24,10,Украинских гривен,26.79,980
USD,2021-05-24,1,Доллар США,73.5803,840
UZS,2021-05-24,10000,Узбекских сумов,69.4301,860
XDR,2021-05-24,1,СДР (специальные права заимствования),106.156,960
ZAR,2021-05-24,10,Южноафриканских рэндов,52.6141,710
AMD,2021-05-25,100,Армянских драмов,14.1251,051
AUD,2021-05-25,1,Австралийский доллар,56.8728,036
AZN,2021-05-25,1,Азербайджанский манат,43.2764,944
BGN,2021-05-25,1,Болгарский лев,45.7853,975
BRL,2021-05-25,1,Бразильский реал,13.7092,986
BYN,2021-05-25,1,Белорусский рубль,29.3063,933
CAD,2021-05-25,1,Канадский доллар,60.9572,124
CHF,2021-05-25,1,Швейцарский франк,81.8691,756
CNY,2021-05-25,1,Китайский юань,11.4353,156
CZK,2021-05-25,10,Чешских крон,35.3077,203
DKK,2021-05-25,1,Датская крона,12.0654,208
EUR,2021-05-25,1,Евро,89.6877,978
GBP,2021-05-25,1,Фунт стерлингов Соединенного королевства,104.092,826
HKD,2021-05-25,10,Гонконгских долларов,94.6837,344
HUF,2021-05-25,100,Венгерских форинтов,25.8061,348
INR,2021-05-25,10,Индийских рупий,10.0903,356
JPY,2021-05-25,100,Японских иен,67.592,392
KGS,2021-05-25,100,Киргизских сомов,87.7322,417
KRW,2021-05-25,1000,Вон Республики Корея,65.2697,410
KZT,2021-05-25,100,Казахстанских тенге,17.1809,398
MDL,2021-05-25,10,Молдавских леев,41.6345,498
NOK,2021-05-25,10,Норвежских крон,88.1614,578
PLN,2021-05-25,1,Польский злотый,19.9909,985
RON,2021-05-25,1,Румынский лей,18.2132,946
SEK,2021-05-25,10,Шведских крон,88.4031,752
SGD,2021-05-25,1,Сингапурский доллар,55.2832,702
TJS,2021-05-25,10,Таджикских сомони,64.4687,972
TMT,2021-05-25,1,Новый туркменский манат,21.0377,934
TRY,2021-05-25,10,Турецких лир,87.5702,949
UAH,2021-05-25,10,Украинских гривен,26.8063,980
USD,2021-05-25,1,Доллар США,73.5266,840
UZS,2021-05-25,10000,Узбекских сумов,69.5071,860
XDR,2021-05-25,1,СДР (специальные права заимствования),106.245,960
ZAR,2021-05-25,10,Южноафриканских рэндов,52.5787,710
AMD,2021-05-26,100,Армянских драмов,14.0989,051
AUD,2021-05-26,1,Австралийский доллар,56.9775,036
AZN,2021-05-26,1,Азербайджанский манат,43.1997,944
BGN,2021-05-26,1,Болгарский лев,45.9761,975
BRL,2021-05-26,1,Бразильский реал,13.7953,986
BYN,2021-05-26,1,Белорусский рубль,29.3023,933
CAD,2021-05-26,1,Канадский доллар,60.9199,124
CHF,2021-05-26,1,Швейцарский франк,82.0621,756
CNY,2021-05-26,1,Китайский юань,11.453,156
CZK,2021-05-26,10,Чешских крон,35.3751,203
DKK,2021-05-26,1,Датская крона,12.0932,208
EUR,2021-05-26,1,Евро,89.9545,978
GBP,2021-05-26,1,Фунт стерлингов Соединенного королевства,104.047,826
HKD,2021-05-26,10,Гонконгских долларов,94.5548,344
HUF,2021-05-26,100,Венгерских форинтов,25.8133,348
INR,2021-05-26,10,Индийских рупий,10.0775,356
JPY,2021-05-26,100,Японских иен,67.4877,392
KGS,2021-05-26,100,Киргизских сомов,87.7379,417
KRW,2021-05-26,1000,Вон Республики Корея,65.3754,410
KZT,2021-05-26,100,Казахстанских тенге,17.1967,398
MDL,2021-05-26,10,Молдавских леев,41.5843,498
NOK,2021-05-26,10,Норвежских крон,88.3526,578
PLN,2021-05-26,1,Польский злотый,20.0662,985
RON,2021-05-26,1,Румынский лей,18.2587,946
SEK,2021-05-26,10,Шведских крон,88.8693,752
SGD,2021-05-26,1,Сингапурский доллар,55.3266,702
TJS,2021-05-26,10,Таджикских сомони,64.3545,972
TMT,2021-05-26,1,Новый туркменский манат,21.0004,934
TRY,2021-05-26,10,Турецких лир,87.2415,949
UAH,2021-05-26,10,Украинских гривен,26.7408,980
USD,2021-05-26,1,Доллар США,73.3963,840
UZS,2021-05-26,10000,Узбекских сумов,69.384,860
XDR,2021-05-26,1,СДР (специальные права заимствования),105.971,960
ZAR,2021-05-26,10,Южноафриканских рэндов,52.9864,710
AMD,2021-05-27,100,Армянских драмов,14.1146,051
AUD,2021-05-27,1,Австралийский доллар,57.1846,036
AZN,2021-05-27,1,Азербайджанский манат,43.2453,944
BGN,2021-05-27,1,Болгарский лев,46.0016,975
BRL,2021-05-27,1,Бразильский реал,13.7795,986
BYN,2021-05-27,1,Белорусский рубль,29.3168,933
CAD,2021-05-27,1,Канадский доллар,60.8427,124
CHF,2021-05-27,1,Швейцарский франк,82.0752,756
CNY,2021-05-27,1,Китайский юань,11.4882,156
CZK,2021-05-27,10,Чешских крон,35.3052,203
DKK,2021-05-27,1,Датская крона,12.0984,208
EUR,2021-05-27,1,Евро,89.9392,978
GBP,2021-05-27,1,Фунт стерлингов Соединенного королевства,103.951,826
HKD,2021-05-27,10,Гонконгских долларов,94.6521,344
HUF,2021-05-27,100,Венгерских форинтов,25.7333,348
INR,2021-05-27,10,Индийских рупий,10.1089,356
JPY,2021-05-27,100,Японских иен,67.5031,392
KGS,2021-05-27,100,Киргизских сомов,88.2262,417
KRW,2021-05-27,1000,Вон Республики Корея,65.7786,410
KZT,2021-05-27,100,Казахстанских тенге,17.1746,398
MDL,2021-05-27,10,Молдавских леев,41.7583,498
NOK,2021-05-27,10,Норвежских крон,88.3427,578
PLN,2021-05-27,1,Польский злотый,20.0485,985
RON,2021-05-27,1,Румынский лей,18.2684,946
SEK,2021-05-27,10,Шведских крон,88.656,752
SGD,2021-05-27,1,Сингапурский доллар,55.5315,702
TJS,2021-05-27,10,Таджикских сомони,64.4224,972
TMT,2021-05-27,1,Новый туркменский манат,21.0225,934
TRY,2021-05-27,10,Турецких лир,86.9769,949
UAH,2021-05-27,10,Украинских гривен,26.6655,980
USD,2021-05-27,1,Доллар США,73.4737,840
UZS,2021-05-27,10000,Узбекских сумов,69.3047,860
XDR,2021-05-27,1,СДР (специальные права заимствования),106.25,960
ZAR,2021-05-27,10,Южноафриканских рэндов,53.1113,710
AMD,2021-05-28,100,Армянских драмов,14.1081,051
AUD,2021-05-28,1,Австралийский доллар,56.9667,036
AZN,2021-05-28,1,Азербайджанский манат,43.236,944
BGN,2021-05-28,1,Болгарский лев,45.8625,975
BRL,2021-05-28,1,Бразильский реал,13.8284,986
BYN,2021-05-28,1,Белорусский рубль,29.1269,933
CAD,2021-05-28,1,Канадский доллар,60.684,124
CHF,2021-05-28,1,Швейцарский франк,81.9569,756
CNY,2021-05-28,1,Китайский юань,11.5208,156
CZK,2021-05-28,10,Чешских крон,35.2553,203
DKK,2021-05-28,1,Датская крона,12.0631,208
EUR,2021-05-28,1,Евро,89.6555,978
GBP,2021-05-28,1,Фунт стерлингов Соединенного королевства,103.855,826
HKD,2021-05-28,10,Гонконгских долларов,94.6477,344
HUF,2021-05-28,100,Венгерских форинтов,25.7224,348
INR,2021-05-28,10,Индийских рупий,10.114,356
JPY,2021-05-28,100,Японских иен,67.3525,392
KGS,2021-05-28,100,Киргизских сомов,88.4606,417
KRW,2021-05-28,1000,Вон Республики Корея,65.7987,410
KZT,2021-05-28,100,Казахстанских тенге,17.1289,398
MDL,2021-05-28,10,Молдавских леев,41.7256,498
NOK,2021-05-28,10,Норвежских крон,87.9989,578
PLN,2021-05-28,1,Польский злотый,19.9479,985
RON,2021-05-28,1,Румынский лей,18.2409,946
SEK,2021-05-28,10,Шведских крон,88.5474,752
SGD,2021-05-28,1,Сингапурский доллар,55.5238,702
TJS,2021-05-28,10,Таджикских сомони,64.4086,972
TMT,2021-05-28,1,Новый туркменский манат,21.018,934
TRY,2021-05-28,10,Турецких лир,87.1491,949
UAH,2021-05-28,10,Украинских гривен,26.7026,980
USD,2021-05-28,1,Доллар США,73.458,840
UZS,2021-05-28,10000,Узбекских сумов,69.2353,860
XDR,2021-05-28,1,СДР (специальные права заимствования),106.25,960
ZAR,2021-05-28,10,Южноафриканских рэндов,53.6734,710
AMD,2021-05-29,100,Армянских драмов,14.1302,051
AUD,2021-05-29,1,Австралийский доллар,56.8828,036
AZN,2021-05-29,1,Азербайджанский манат,43.3119,944
BGN,2021-05-29,1,Болгарский лев,45.8886,975
BRL,2021-05-29,1,Бразильский реал,14.0447,986
BYN,2021-05-29,1,Белорусский рубль,29.0594,933
CAD,2021-05-29,1,Канадский доллар,60.9416,124
CHF,2021-05-29,1,Швейцарский франк,81.9911,756
CNY,2021-05-29,1,Китайский юань,11.5594,156
CZK,2021-05-29,10,Чешских крон,35.2715,203
DKK,2021-05-29,1,Датская крона,12.0698,208
EUR,2021-05-29,1,Евро,89.6731,978
GBP,2021-05-29,1,Фунт стерлингов Соединенного королевства,104.457,826
HKD,2021-05-29,10,Гонконгских долларов,94.8115,344
HUF,2021-05-29,100,Венгерских форинтов,25.7965,348
INR,2021-05-29,10,Индийских рупий,10.1599,356
JPY,2021-05-29,100,Японских иен,66.9917,392
KGS,2021-05-29,100,Киргизских сомов,88.2232,417
KRW,2021-05-29,1000,Вон Республики Корея,66.0474,410
KZT,2021-05-29,100,Казахстанских тенге,17.167,398
MDL,2021-05-29,10,Молдавских леев,41.8227,498
NOK,2021-05-29,10,Норвежских крон,88.2412,578
PLN,2021-05-29,1,Польский злотый,19.9992,985
RON,2021-05-29,1,Румынский лей,18.244,946
SEK,2021-05-29,10,Шведских крон,88.7928,752
SGD,2021-05-29,1,Сингапурский доллар,55.6129,702
TJS,2021-05-29,10,Таджикских сомони,64.5217,972
TMT,2021-05-29,1,Новый туркменский манат,21.0549,934
TRY,2021-05-29,10,Турецких лир,85.9591,949
UAH,2021-05-29,10,Украинских гривен,26.7711,980
USD,2021-05-29,1,Доллар США,73.587,840
UZS,2021-05-29,10000,Узбекских сумов,69.4936,860
XDR,2021-05-29,1,СДР (специальные права заимствования),106.309,960
ZAR,2021-05-29,10,Южноафриканских рэндов,53.2275,710
AMD,2021-05-30,100,Армянских драмов,14.1302,051
AUD,2021-05-30,1,Австралийский доллар,56.8828,036
AZN,2021-05-30,1,Азербайджанский манат,43.3119,944
BGN,2021-05-30,1,Болгарский лев,45.8886,975
BRL,2021-05-30,1,Бразильский реал,14.0447,986
BYN,2021-05-30,1,Белорусский рубль,29.0594,933
CAD,2021-05-30,1,Канадский доллар,60.9416,124
CHF,2021-05-30,1,Швейцарский франк,81.9911,756
CNY,2021-05-30,1,Китайский юань,11.5594,156
CZK,2021-05-30,10,Чешских крон,35.2715,203
DKK,2021-05-30,1,Датская крона,12.0698,208
EUR,2021-05-30,1,Евро,89.6731,978
GBP,2021-05-30,1,Фунт стерлингов Соединенного королевства,104.457,826
HKD,2021-05-30,10,Гонконгских долларов,94.8115,344
HUF,2021-05-30,100,Венгерских форинтов,25.7965,348
INR,2021-05-30,10,Индийских рупий,10.1599,356
JPY,2021-05-30,100,Японских иен,66.9917,392
KGS,2021-05-30,100,Киргизских сомов,88.2232,417
KRW,2021-05-30,1000,Вон Республики Корея,66.0474,410
KZT,2021-05-30,100,Казахстанских тенге,17.167,398
MDL,2021-05-30,10,Молдавских леев,41.8227,498
NOK,2021-05-30,10,Норвежских крон,88.2412,578
PLN,2021-05-30,1,Польский злотый,19.9992,985
RON,2021-05-30,1,Румынский лей,18.244,946
SEK,2021-05-30,10,Шведских крон,88.7928,752
SGD,2021-05-30,1,Сингапурский доллар,55.6129,702
TJS,2021-05-30,10,Таджикских сомони,64.5217,972
TMT,2021-05-30,1,Новый туркменский манат,21.0549,934
TRY,2021-05-30,10,Турецких лир,85.9591,949
